venue,team,win_odds,point_spread,season_round,full_date
Domain Stadium,Hawthorn,1.60,-7.5,2015 Final,2015-09-11
Domain Stadium,Fremantle,1.36,-16.5,2015 Final,2015-09-12
Domain Stadium,Sydney,3.20,+16.5,2015 Final,2015-09-12
MCG,Western Bulldogs,1.93,-1.5,2015 Final,2015-09-12
MCG,Adelaide,1.93,-1.5,2015 Final,2015-09-12
MCG,Richmond,1.65,-8.5,2015 Final,2015-09-13
MCG,North Melbourne,2.30,+8.5,2015 Final,2015-09-13
MCG,Hawthorn,1.37,-24.5,2015 Final,2015-09-18
MCG,Adelaide,3.25,+24.5,2015 Final,2015-09-18
ANZ Stadium,Sydney,1.53,-10.5,2015 Final,2015-09-19
ANZ Stadium,North Melbourne,2.55,+10.5,2015 Final,2015-09-19
Domain Stadium,Fremantle,2.15,+6.5,2015 Final,2015-09-25
Domain Stadium,Hawthorn,1.74,-6.5,2015 Final,2015-09-25
Domain Stadium,West Coast,1.24,-30.5,2015 Final,2015-09-26
Domain Stadium,North Melbourne,4.20,+30.5,2015 Final,2015-09-26
MCG,Hawthorn,1.63,-9.5,Grand Final,2015-10-03
MCG,West Coast,2.40,+9.5,Grand Final,2015-10-03
Etihad Stadium,Collingwood,2.50,+9.5,Round 1,2014-03-14
Etihad Stadium,Fremantle,1.56,-9.5,Round 1,2014-03-14
Spotless Stadium,GWS,12.00,+44.5,Round 1,2014-03-15
Spotless Stadium,Sydney,1.04,-44.5,Round 1,2014-03-15
Metricon Stadium,Gold Coast,2.80,+14.5,Round 1,2014-03-15
Metricon Stadium,Richmond,1.45,-14.5,Round 1,2014-03-15
Etihad Stadium,Carlton,1.70,-6.5,Round 1,2014-03-16
Etihad Stadium,Port Adelaide,2.20,+6.5,Round 1,2014-03-16
GMHBA Stadium,Geelong,1.36,-19.5,Round 1,2014-03-20
GMHBA Stadium,Adelaide,3.25,+19.5,Round 1,2014-03-20
Etihad Stadium,North Melbourne,1.50,-13.5,Round 1,2014-03-21
Etihad Stadium,Essendon,2.65,+13.5,Round 1,2014-03-21
Aurora Stadium,Hawthorn,1.09,-45.5,Round 1,2014-03-22
Aurora Stadium,Brisbane,8.00,+45.5,Round 1,2014-03-22
Etihad Stadium,St Kilda,2.20,+6.5,Round 1,2014-03-22
Etihad Stadium,Melbourne,1.70,-6.5,Round 1,2014-03-22
Domain Stadium,West Coast,1.18,-31.5,Round 1,2014-03-23
Domain Stadium,Western Bulldogs,5.25,+31.5,Round 1,2014-03-23
MCG,Richmond,1.51,-11.5,Round 2,2014-03-27
MCG,Carlton,2.65,+11.5,Round 2,2014-03-27
Etihad Stadium,Essendon,2.65,+14.5,Round 2,2014-03-28
Etihad Stadium,Hawthorn,1.50,-14.5,Round 2,2014-03-28
Etihad Stadium,St Kilda,1.80,-3.5,Round 2,2014-03-29
Etihad Stadium,GWS,2.05,+3.5,Round 2,2014-03-29
Adelaide Oval,Port Adelaide,1.74,-4.5,Round 2,2014-03-29
Adelaide Oval,Adelaide,2.15,+4.5,Round 2,2014-03-29
Domain Stadium,Fremantle,1.09,-41.5,Round 2,2014-03-29
Domain Stadium,Gold Coast,8.00,+41.5,Round 2,2014-03-29
ANZ Stadium,Sydney,1.45,-15.5,Round 2,2014-03-29
ANZ Stadium,Collingwood,2.85,+15.5,Round 2,2014-03-29
Gabba,Brisbane,3.80,+22.5,Round 2,2014-03-30
Gabba,Geelong,1.28,-22.5,Round 2,2014-03-30
MCG,Melbourne,9.00,+46.5,Round 2,2014-03-30
MCG,West Coast,1.07,-46.5,Round 2,2014-03-30
Etihad Stadium,Western Bulldogs,3.35,+21.5,Round 2,2014-03-30
Etihad Stadium,North Melbourne,1.33,-21.5,Round 2,2014-03-30
MCG,Hawthorn,1.72,-5.5,Round 3,2014-04-04
MCG,Fremantle,2.15,+5.5,Round 3,2014-04-04
Adelaide Oval,Adelaide,2.05,+3.5,Round 3,2014-04-05
Adelaide Oval,Sydney,1.80,-3.5,Round 3,2014-04-05
Etihad Stadium,Western Bulldogs,3.15,+15.5,Round 3,2014-04-05
Etihad Stadium,Richmond,1.38,-15.5,Round 3,2014-04-05
Metricon Stadium,Gold Coast,1.73,-5.5,Round 3,2014-04-05
Metricon Stadium,Brisbane,2.15,+5.5,Round 3,2014-04-05
Domain Stadium,West Coast,1.05,-56.5,Round 3,2014-04-05
Domain Stadium,St Kilda,11.00,+56.5,Round 3,2014-04-05
MCG,Collingwood,2.50,+10.5,Round 3,2014-04-05
MCG,Geelong,1.56,-10.5,Round 3,2014-04-05
Spotless Stadium,GWS,1.33,-20.5,Round 3,2014-04-06
Spotless Stadium,Melbourne,3.30,+20.5,Round 3,2014-04-06
Etihad Stadium,North Melbourne,2.00,+2.5,Round 3,2014-04-06
Etihad Stadium,Port Adelaide,1.82,-2.5,Round 3,2014-04-06
MCG,Essendon,1.52,-11.5,Round 3,2014-04-06
MCG,Carlton,2.55,+11.5,Round 3,2014-04-06
MCG,Richmond,2.80,+12.5,Round 4,2014-04-11
MCG,Collingwood,1.47,-12.5,Round 4,2014-04-11
Adelaide Oval,Port Adelaide,1.14,-35.5,Round 4,2014-04-12
Adelaide Oval,Brisbane,6.00,+35.5,Round 4,2014-04-12
MCG,Carlton,1.17,-33.5,Round 4,2014-04-12
MCG,Melbourne,5.25,+33.5,Round 4,2014-04-12
Manuka Oval,GWS,2.45,+9.5,Round 4,2014-04-12
Manuka Oval,Western Bulldogs,1.58,-9.5,Round 4,2014-04-12
Metricon Stadium,Gold Coast,4.80,+27.5,Round 4,2014-04-12
Metricon Stadium,Hawthorn,1.20,-27.5,Round 4,2014-04-12
GMHBA Stadium,Geelong,1.18,-32.5,Round 4,2014-04-12
GMHBA Stadium,West Coast,5.25,+32.5,Round 4,2014-04-12
SCG,Sydney,1.38,-15.5,Round 4,2014-04-13
SCG,North Melbourne,3.15,+15.5,Round 4,2014-04-13
Domain Stadium,Fremantle,1.92,-1.5,Round 4,2014-04-13
Domain Stadium,Essendon,1.92,-1.5,Round 4,2014-04-13
Etihad Stadium,St Kilda,2.13,+5.5,Round 4,2014-04-13
Etihad Stadium,Adelaide,1.74,-5.5,Round 4,2014-04-13
Gabba,Brisbane,4.85,+29.5,Round 5,2014-04-17
Gabba,Richmond,1.20,-29.5,Round 5,2014-04-17
MCG,Collingwood,1.92,-1.5,Round 5,2014-04-19
MCG,North Melbourne,1.92,-1.5,Round 5,2014-04-19
SCG,Sydney,2.50,+8.5,Round 5,2014-04-19
SCG,Fremantle,1.56,-8.5,Round 5,2014-04-19
Domain Stadium,West Coast,1.85,-2.5,Round 5,2014-04-19
Domain Stadium,Port Adelaide,2.00,+2.5,Round 5,2014-04-19
Etihad Stadium,Essendon,1.13,-38.5,Round 5,2014-04-19
Etihad Stadium,St Kilda,6.40,+38.5,Round 5,2014-04-19
Adelaide Oval,Adelaide,1.11,-43.5,Round 5,2014-04-20
Adelaide Oval,GWS,7.00,+43.5,Round 5,2014-04-20
MCG,Melbourne,3.05,+18.5,Round 5,2014-04-20
MCG,Gold Coast,1.40,-18.5,Round 5,2014-04-20
Etihad Stadium,Western Bulldogs,1.80,-3.5,Round 5,2014-04-20
Etihad Stadium,Carlton,2.05,+3.5,Round 5,2014-04-20
MCG,Geelong,2.45,+10.5,Round 5,2014-04-21
MCG,Hawthorn,1.58,-10.5,Round 5,2014-04-21
MCG,Collingwood,1.52,-11.5,Round 6,2014-04-25
MCG,Essendon,2.60,+11.5,Round 6,2014-04-25
Domain Stadium,Fremantle,1.26,-23.5,Round 6,2014-04-25
Domain Stadium,North Melbourne,4.05,+23.5,Round 6,2014-04-25
Westpac Stadium,St Kilda,1.38,-18.5,Round 6,2014-04-25
Westpac Stadium,Brisbane,3.15,+18.5,Round 6,2014-04-25
Metricon Stadium,Gold Coast,1.18,-32.5,Round 6,2014-04-26
Metricon Stadium,GWS,5.25,+32.5,Round 6,2014-04-26
Etihad Stadium,Carlton,2.08,+3.5,Round 6,2014-04-26
Etihad Stadium,West Coast,1.78,-3.5,Round 6,2014-04-26
MCG,Melbourne,7.50,+40.5,Round 6,2014-04-26
MCG,Sydney,1.10,-40.5,Round 6,2014-04-26
Etihad Stadium,Western Bulldogs,2.50,+10.5,Round 6,2014-04-27
Etihad Stadium,Adelaide,1.56,-10.5,Round 6,2014-04-27
MCG,Richmond,5.30,+34.5,Round 6,2014-04-27
MCG,Hawthorn,1.17,-34.5,Round 6,2014-04-27
Adelaide Oval,Port Adelaide,2.15,+5.5,Round 6,2014-04-27
Adelaide Oval,Geelong,1.73,-5.5,Round 6,2014-04-27
MCG,Carlton,4.20,+26.5,Round 7,2014-05-02
MCG,Collingwood,1.25,-26.5,Round 7,2014-05-02
MCG,Hawthorn,1.04,-54.5,Round 7,2014-05-03
MCG,St Kilda,13.00,+54.5,Round 7,2014-05-03
Manuka Oval,GWS,9.50,+45.5,Round 7,2014-05-03
Manuka Oval,Port Adelaide,1.07,-45.5,Round 7,2014-05-03
Adelaide Oval,Adelaide,1.06,-48.5,Round 7,2014-05-03
Adelaide Oval,Melbourne,10.00,+48.5,Round 7,2014-05-03
Etihad Stadium,Essendon,1.28,-23.5,Round 7,2014-05-03
Etihad Stadium,Western Bulldogs,3.85,+23.5,Round 7,2014-05-03
Gabba,Brisbane,5.30,+31.5,Round 7,2014-05-03
Gabba,Sydney,1.17,-31.5,Round 7,2014-05-03
Etihad Stadium,North Melbourne,1.30,-24.5,Round 7,2014-05-04
Etihad Stadium,Gold Coast,3.65,+24.5,Round 7,2014-05-04
Domain Stadium,West Coast,2.75,+12.5,Round 7,2014-05-04
Domain Stadium,Fremantle,1.47,-12.5,Round 7,2014-05-04
MCG,Geelong,1.20,-28.5,Round 7,2014-05-04
MCG,Richmond,4.75,+28.5,Round 7,2014-05-04
ANZ Stadium,Sydney,2.20,+6.5,Round 8,2014-05-09
ANZ Stadium,Hawthorn,1.70,-6.5,Round 8,2014-05-09
Adelaide Oval,Port Adelaide,1.50,-10.5,Round 8,2014-05-10
Adelaide Oval,Fremantle,2.65,+10.5,Round 8,2014-05-10
Gabba,Brisbane,4.15,+24.5,Round 8,2014-05-10
Gabba,Essendon,1.25,-24.5,Round 8,2014-05-10
MCG,Melbourne,2.58,+13.5,Round 8,2014-05-10
MCG,Western Bulldogs,1.53,-13.5,Round 8,2014-05-10
Domain Stadium,West Coast,1.06,-56.5,Round 8,2014-05-11
Domain Stadium,GWS,10.00,+56.5,Round 8,2014-05-11
Etihad Stadium,St Kilda,3.15,+19.5,Round 8,2014-05-12
Etihad Stadium,Carlton,1.38,-19.5,Round 8,2014-05-12
Adelaide Oval,Adelaide,2.95,+15.5,Round 9,2014-05-15
Adelaide Oval,Collingwood,1.42,-15.5,Round 9,2014-05-15
Etihad Stadium,Essendon,3.30,+18.5,Round 9,2014-05-16
Etihad Stadium,Sydney,1.36,-18.5,Round 9,2014-05-16
MCG,Richmond,1.16,-31.5,Round 9,2014-05-17
MCG,Melbourne,5.50,+31.5,Round 9,2014-05-17
Etihad Stadium,North Melbourne,1.05,-57.5,Round 9,2014-05-17
Etihad Stadium,Brisbane,11.50,+57.5,Round 9,2014-05-17
Domain Stadium,Fremantle,1.80,-2.5,Round 9,2014-05-17
Domain Stadium,Geelong,2.05,+2.5,Round 9,2014-05-17
Etihad Stadium,St Kilda,4.45,+30.5,Round 9,2014-05-18
Etihad Stadium,Gold Coast,1.22,-30.5,Round 9,2014-05-18
GMHBA Stadium,Geelong,1.46,-13.5,Round 10,2014-05-23
GMHBA Stadium,North Melbourne,2.70,+13.5,Round 10,2014-05-23
Spotless Stadium,GWS,2.95,+18.5,Round 10,2014-05-24
Spotless Stadium,Richmond,1.40,-18.5,Round 10,2014-05-24
MCG,Collingwood,1.30,-22.5,Round 10,2014-05-24
MCG,West Coast,3.50,+22.5,Round 10,2014-05-24
Adelaide Oval,Port Adelaide,1.55,-12.5,Round 10,2014-05-24
Adelaide Oval,Hawthorn,2.50,+12.5,Round 10,2014-05-24
Metricon Stadium,Gold Coast,1.17,-27.5,Round 10,2014-05-25
Metricon Stadium,Western Bulldogs,5.30,+27.5,Round 10,2014-05-25
MCG,Carlton,2.40,+8.5,Round 10,2014-05-25
MCG,Adelaide,1.60,-8.5,Round 10,2014-05-25
SCG,Sydney,1.38,-17.5,Round 11,2014-05-29
SCG,Geelong,3.15,+17.5,Round 11,2014-05-29
Etihad Stadium,St Kilda,9.50,+45.5,Round 11,2014-05-30
Etihad Stadium,Collingwood,1.05,-45.5,Round 11,2014-05-30
TIO Stadium,Melbourne,7.00,+36.5,Round 11,2014-05-31
TIO Stadium,Port Adelaide,1.10,-36.5,Round 11,2014-05-31
Gabba,Brisbane,2.90,+13.5,Round 11,2014-05-31
Gabba,Carlton,1.43,-13.5,Round 11,2014-05-31
MCG,Essendon,1.63,-7.5,Round 11,2014-05-31
MCG,Richmond,2.35,+7.5,Round 11,2014-05-31
Adelaide Oval,Adelaide,1.60,-10.5,Round 11,2014-06-01
Adelaide Oval,Gold Coast,2.40,+10.5,Round 11,2014-06-01
Etihad Stadium,Western Bulldogs,5.35,+32.5,Round 11,2014-06-01
Etihad Stadium,Fremantle,1.17,-32.5,Round 11,2014-06-01
MCG,Hawthorn,1.01,-78.5,Round 11,2014-06-01
MCG,GWS,18.00,+78.5,Round 11,2014-06-01
Domain Stadium,West Coast,1.58,-8.5,Round 11,2014-06-01
Domain Stadium,North Melbourne,2.45,+8.5,Round 11,2014-06-01
Etihad Stadium,Geelong,1.17,-31.5,Round 12,2014-06-06
Etihad Stadium,Carlton,5.20,+31.5,Round 12,2014-06-06
Aurora Stadium,Hawthorn,1.18,-32.5,Round 12,2014-06-07
Aurora Stadium,West Coast,4.90,+32.5,Round 12,2014-06-07
Adelaide Oval,Port Adelaide,1.02,-59.5,Round 12,2014-06-07
Adelaide Oval,St Kilda,14.00,+59.5,Round 12,2014-06-07
Spotless Stadium,GWS,6.25,+36.5,Round 12,2014-06-07
Spotless Stadium,Essendon,1.12,-36.5,Round 12,2014-06-07
Etihad Stadium,Western Bulldogs,1.36,-19.5,Round 12,2014-06-07
Etihad Stadium,Brisbane,3.15,+19.5,Round 12,2014-06-07
Domain Stadium,Fremantle,1.20,-29.5,Round 12,2014-06-08
Domain Stadium,Adelaide,4.60,+29.5,Round 12,2014-06-08
Metricon Stadium,Gold Coast,4.25,+26.5,Round 12,2014-06-08
Metricon Stadium,Sydney,1.23,-26.5,Round 12,2014-06-08
Etihad Stadium,North Melbourne,1.27,-23.5,Round 12,2014-06-08
Etihad Stadium,Richmond,3.80,+23.5,Round 12,2014-06-08
MCG,Melbourne,4.80,+28.5,Round 12,2014-06-09
MCG,Collingwood,1.20,-28.5,Round 12,2014-06-09
MCG,Carlton,4.80,+31.5,Round 13,2014-06-13
MCG,Hawthorn,1.20,-31.5,Round 13,2014-06-13
MCG,Richmond,3.80,+21.5,Round 13,2014-06-14
MCG,Fremantle,1.28,-21.5,Round 13,2014-06-14
SCG,Sydney,1.43,-15.5,Round 13,2014-06-14
SCG,Port Adelaide,2.90,+15.5,Round 13,2014-06-14
Domain Stadium,West Coast,1.64,-8.5,Round 13,2014-06-14
Domain Stadium,Gold Coast,2.30,+8.5,Round 13,2014-06-14
Adelaide Oval,Adelaide,1.85,-2.5,Round 13,2014-06-14
Adelaide Oval,North Melbourne,2.00,+2.5,Round 13,2014-06-14
Gabba,Brisbane,1.41,-16.5,Round 13,2014-06-14
Gabba,GWS,3.00,+16.5,Round 13,2014-06-14
GMHBA Stadium,Geelong,1.02,-56.5,Round 13,2014-06-15
GMHBA Stadium,St Kilda,16.00,+56.5,Round 13,2014-06-15
Etihad Stadium,Collingwood,1.11,-35.5,Round 13,2014-06-15
Etihad Stadium,Western Bulldogs,7.00,+35.5,Round 13,2014-06-15
MCG,Essendon,1.40,-16.5,Round 13,2014-06-15
MCG,Melbourne,3.05,+16.5,Round 13,2014-06-15
MCG,Richmond,5.00,+28.5,Round 14,2014-06-20
MCG,Sydney,1.19,-28.5,Round 14,2014-06-20
Adelaide Oval,Port Adelaide,1.07,-45.5,Round 14,2014-06-21
Adelaide Oval,Western Bulldogs,8.50,+45.5,Round 14,2014-06-21
MCG,Hawthorn,1.35,-19.5,Round 14,2014-06-21
MCG,Collingwood,3.20,+19.5,Round 14,2014-06-21
Metricon Stadium,Gold Coast,2.65,+13.5,Round 14,2014-06-21
Metricon Stadium,Geelong,1.48,-13.5,Round 14,2014-06-21
Domain Stadium,Fremantle,1.03,-55.5,Round 14,2014-06-21
Domain Stadium,Brisbane,13.00,+55.5,Round 14,2014-06-21
Etihad Stadium,Essendon,2.40,+8.5,Round 14,2014-06-21
Etihad Stadium,Adelaide,1.60,-8.5,Round 14,2014-06-21
Spotless Stadium,GWS,3.65,+23.5,Round 14,2014-06-22
Spotless Stadium,Carlton,1.30,-23.5,Round 14,2014-06-22
Etihad Stadium,St Kilda,5.50,+35.5,Round 14,2014-06-22
Etihad Stadium,West Coast,1.16,-35.5,Round 14,2014-06-22
MCG,Melbourne,3.80,+23.5,Round 14,2014-06-22
MCG,North Melbourne,1.28,-23.5,Round 14,2014-06-22
Etihad Stadium,Geelong,1.37,-18.5,Round 15,2014-06-27
Etihad Stadium,Essendon,3.20,+18.5,Round 15,2014-06-27
Aurora Stadium,Hawthorn,1.15,-35.5,Round 15,2014-06-28
Aurora Stadium,Gold Coast,5.75,+35.5,Round 15,2014-06-28
Etihad Stadium,St Kilda,6.00,+38.5,Round 15,2014-06-28
Etihad Stadium,Richmond,1.14,-38.5,Round 15,2014-06-28
Domain Stadium,Fremantle,1.22,-25.5,Round 15,2014-06-28
Domain Stadium,West Coast,4.50,+25.5,Round 15,2014-06-28
Gabba,Brisbane,6.15,+37.5,Round 15,2014-06-28
Gabba,North Melbourne,1.13,-37.5,Round 15,2014-06-28
SCG,Sydney,1.06,-49.5,Round 15,2014-06-28
SCG,GWS,10.00,+49.5,Round 15,2014-06-28
Etihad Stadium,Western Bulldogs,1.75,-4.5,Round 15,2014-06-29
Etihad Stadium,Melbourne,2.10,+4.5,Round 15,2014-06-29
Adelaide Oval,Adelaide,3.10,+17.5,Round 15,2014-06-29
Adelaide Oval,Port Adelaide,1.38,-17.5,Round 15,2014-06-29
MCG,Collingwood,1.26,-23.5,Round 15,2014-06-29
MCG,Carlton,4.05,+23.5,Round 15,2014-06-29
Etihad Stadium,North Melbourne,4.00,+25.5,Round 16,2014-07-04
Etihad Stadium,Hawthorn,1.26,-25.5,Round 16,2014-07-04
MCG,Richmond,1.12,-43.5,Round 16,2014-07-05
MCG,Brisbane,6.75,+43.5,Round 16,2014-07-05
Spotless Stadium,GWS,4.15,+28.5,Round 16,2014-07-05
Spotless Stadium,Adelaide,1.25,-28.5,Round 16,2014-07-05
Metricon Stadium,Gold Coast,1.93,-1.5,Round 16,2014-07-05
Metricon Stadium,Collingwood,1.90,-1.5,Round 16,2014-07-05
TIO Stadium,Melbourne,6.75,+37.5,Round 16,2014-07-05
TIO Stadium,Fremantle,1.11,-37.5,Round 16,2014-07-05
Adelaide Oval,Port Adelaide,1.21,-30.5,Round 16,2014-07-05
Adelaide Oval,Essendon,4.65,+30.5,Round 16,2014-07-05
Etihad Stadium,Carlton,1.18,-33.5,Round 16,2014-07-06
Etihad Stadium,St Kilda,5.20,+33.5,Round 16,2014-07-06
Domain Stadium,West Coast,3.15,+16.5,Round 16,2014-07-06
Domain Stadium,Sydney,1.38,-16.5,Round 16,2014-07-06
GMHBA Stadium,Geelong,1.14,-36.5,Round 16,2014-07-06
GMHBA Stadium,Western Bulldogs,6.00,+36.5,Round 16,2014-07-06
Adelaide Oval,Adelaide,2.15,+5.5,Round 17,2014-07-11
Adelaide Oval,Hawthorn,1.72,-5.5,Round 17,2014-07-11
MCG,Melbourne,6.25,+35.5,Round 17,2014-07-12
MCG,Geelong,1.12,-35.5,Round 17,2014-07-12
Blundstone Arena,North Melbourne,1.02,-59.5,Round 17,2014-07-12
Blundstone Arena,St Kilda,14.00,+59.5,Round 17,2014-07-12
Cazaly's Stadium,Western Bulldogs,2.30,+8.5,Round 17,2014-07-12
Cazaly's Stadium,Gold Coast,1.62,-8.5,Round 17,2014-07-12
Gabba,Brisbane,2.70,+14.5,Round 17,2014-07-12
Gabba,West Coast,1.47,-14.5,Round 17,2014-07-12
SCG,Sydney,1.12,-37.5,Round 17,2014-07-12
SCG,Carlton,6.50,+37.5,Round 17,2014-07-12
Etihad Stadium,Richmond,2.60,+12.5,Round 17,2014-07-13
Etihad Stadium,Port Adelaide,1.50,-12.5,Round 17,2014-07-13
Domain Stadium,Fremantle,1.01,-69.5,Round 17,2014-07-13
Domain Stadium,GWS,17.00,+69.5,Round 17,2014-07-13
MCG,Essendon,2.55,+12.5,Round 17,2014-07-13
MCG,Collingwood,1.52,-12.5,Round 17,2014-07-13
Etihad Stadium,Carlton,4.00,+27.5,Round 18,2014-07-18
Etihad Stadium,North Melbourne,1.25,-27.5,Round 18,2014-07-18
Etihad Stadium,St Kilda,12.00,+56.5,Round 18,2014-07-19
Etihad Stadium,Fremantle,1.03,-56.5,Round 18,2014-07-19
Spotless Stadium,GWS,8.00,+41.5,Round 18,2014-07-19
Spotless Stadium,Geelong,1.08,-41.5,Round 18,2014-07-19
Adelaide Oval,Port Adelaide,1.07,-43.5,Round 18,2014-07-20
Adelaide Oval,Melbourne,8.50,+43.5,Round 18,2014-07-20
Etihad Stadium,Western Bulldogs,3.10,+18.5,Round 18,2014-07-20
Etihad Stadium,Essendon,1.38,-18.5,Round 18,2014-07-20
Domain Stadium,West Coast,1.56,-10.5,Round 18,2014-07-25
Domain Stadium,Richmond,2.45,+10.5,Round 18,2014-07-25
Gabba,Brisbane,2.60,+12.5,Round 18,2014-07-26
Gabba,Gold Coast,1.50,-12.5,Round 18,2014-07-26
MCG,Hawthorn,2.00,+2.5,Round 18,2014-07-26
MCG,Sydney,1.83,-2.5,Round 18,2014-07-26
MCG,Collingwood,1.83,-2.5,Round 18,2014-07-27
MCG,Adelaide,2.00,+2.5,Round 18,2014-07-27
Domain Stadium,Fremantle,1.13,-39.5,Round 19,2014-07-31
Domain Stadium,Carlton,6.50,+39.5,Round 19,2014-07-31
SCG,Sydney,1.27,-26.5,Round 19,2014-08-01
SCG,Essendon,3.85,+26.5,Round 19,2014-08-01
Adelaide Oval,Adelaide,1.20,-31.5,Round 19,2014-08-02
Adelaide Oval,West Coast,4.60,+31.5,Round 19,2014-08-02
MCG,Richmond,1.07,-45.5,Round 19,2014-08-02
MCG,GWS,8.50,+45.5,Round 19,2014-08-02
Etihad Stadium,North Melbourne,2.30,+8.5,Round 19,2014-08-02
Etihad Stadium,Geelong,1.62,-8.5,Round 19,2014-08-02
Metricon Stadium,Gold Coast,1.35,-19.5,Round 19,2014-08-02
Metricon Stadium,St Kilda,3.15,+19.5,Round 19,2014-08-02
Etihad Stadium,Melbourne,1.72,-5.5,Round 19,2014-08-03
Etihad Stadium,Brisbane,2.12,+5.5,Round 19,2014-08-03
Aurora Stadium,Hawthorn,1.12,-38.5,Round 19,2014-08-03
Aurora Stadium,Western Bulldogs,6.25,+38.5,Round 19,2014-08-03
MCG,Collingwood,2.20,+6.5,Round 19,2014-08-03
MCG,Port Adelaide,1.68,-6.5,Round 19,2014-08-03
MCG,Richmond,2.40,+8.5,Round 20,2014-08-08
MCG,Essendon,1.58,-8.5,Round 20,2014-08-08
Manuka Oval,GWS,6.00,+34.5,Round 20,2014-08-09
Manuka Oval,North Melbourne,1.14,-34.5,Round 20,2014-08-09
Etihad Stadium,Carlton,1.50,-14.5,Round 20,2014-08-09
Etihad Stadium,Gold Coast,2.65,+14.5,Round 20,2014-08-09
MCG,Hawthorn,1.03,-56.5,Round 20,2014-08-09
MCG,Melbourne,14.00,+56.5,Round 20,2014-08-09
Adelaide Oval,Port Adelaide,3.15,+16.5,Round 20,2014-08-09
Adelaide Oval,Sydney,1.38,-16.5,Round 20,2014-08-09
GMHBA Stadium,Geelong,1.43,-14.5,Round 20,2014-08-09
GMHBA Stadium,Fremantle,2.95,+14.5,Round 20,2014-08-09
Gabba,Brisbane,3.00,+15.5,Round 20,2014-08-10
Gabba,Adelaide,1.41,-15.5,Round 20,2014-08-10
Domain Stadium,West Coast,1.70,-6.5,Round 20,2014-08-10
Domain Stadium,Collingwood,2.20,+6.5,Round 20,2014-08-10
Etihad Stadium,St Kilda,3.30,+22.5,Round 20,2014-08-10
Etihad Stadium,Western Bulldogs,1.35,-22.5,Round 20,2014-08-10
Etihad Stadium,Carlton,2.60,+12.5,Round 21,2014-08-15
Etihad Stadium,Geelong,1.50,-12.5,Round 21,2014-08-15
SCG,Sydney,1.01,-67.5,Round 21,2014-08-16
SCG,St Kilda,17.00,+67.5,Round 21,2014-08-16
Metricon Stadium,Gold Coast,2.95,+16.5,Round 21,2014-08-16
Metricon Stadium,Port Adelaide,1.40,-16.5,Round 21,2014-08-16
Etihad Stadium,Essendon,1.57,-9.5,Round 21,2014-08-16
Etihad Stadium,West Coast,2.45,+9.5,Round 21,2014-08-16
Adelaide Oval,Adelaide,1.45,-15.5,Round 21,2014-08-16
Adelaide Oval,Richmond,2.75,+15.5,Round 21,2014-08-16
MCG,Collingwood,1.14,-37.5,Round 21,2014-08-16
MCG,Brisbane,5.75,+37.5,Round 21,2014-08-16
Etihad Stadium,North Melbourne,1.37,-20.5,Round 21,2014-08-17
Etihad Stadium,Western Bulldogs,3.10,+20.5,Round 21,2014-08-17
Domain Stadium,Fremantle,1.63,-7.5,Round 21,2014-08-17
Domain Stadium,Hawthorn,2.30,+7.5,Round 21,2014-08-17
MCG,Melbourne,1.50,-12.5,Round 21,2014-08-17
MCG,GWS,2.60,+12.5,Round 21,2014-08-17
Adelaide Oval,Port Adelaide,1.32,-21.5,Round 22,2014-08-22
Adelaide Oval,Carlton,3.35,+21.5,Round 22,2014-08-22
Blundstone Arena,North Melbourne,1.72,-5.5,Round 22,2014-08-23
Blundstone Arena,Adelaide,2.12,+5.5,Round 22,2014-08-23
Etihad Stadium,Essendon,1.16,-32.5,Round 22,2014-08-23
Etihad Stadium,Gold Coast,5.25,+32.5,Round 22,2014-08-23
Spotless Stadium,GWS,2.55,+11.5,Round 22,2014-08-23
Spotless Stadium,Collingwood,1.52,-11.5,Round 22,2014-08-23
Domain Stadium,West Coast,1.03,-60.5,Round 22,2014-08-23
Domain Stadium,Melbourne,12.00,+60.5,Round 22,2014-08-23
MCG,Hawthorn,1.55,-10.5,Round 22,2014-08-23
MCG,Geelong,2.45,+10.5,Round 22,2014-08-23
Gabba,Brisbane,4.00,+26.5,Round 22,2014-08-24
Gabba,Fremantle,1.25,-26.5,Round 22,2014-08-24
Etihad Stadium,Western Bulldogs,5.50,+34.5,Round 22,2014-08-24
Etihad Stadium,Sydney,1.15,-34.5,Round 22,2014-08-24
MCG,Richmond,1.10,-43.5,Round 22,2014-08-24
MCG,St Kilda,7.00,+43.5,Round 22,2014-08-24
MCG,Collingwood,9.50,+49.5,Round 23,2014-08-29
MCG,Hawthorn,1.07,-49.5,Round 23,2014-08-29
Domain Stadium,Fremantle,1.45,-14.5,Round 23,2014-08-30
Domain Stadium,Port Adelaide,2.75,+14.5,Round 23,2014-08-30
MCG,Carlton,2.75,+15.5,Round 23,2014-08-30
MCG,Essendon,1.45,-15.5,Round 23,2014-08-30
ANZ Stadium,Sydney,1.33,-22.5,Round 23,2014-08-30
ANZ Stadium,Richmond,3.35,+22.5,Round 23,2014-08-30
Etihad Stadium,North Melbourne,1.08,-44.5,Round 23,2014-08-30
Etihad Stadium,Melbourne,8.00,+44.5,Round 23,2014-08-30
GMHBA Stadium,Geelong,1.11,-38.5,Round 23,2014-08-30
GMHBA Stadium,Brisbane,6.50,+38.5,Round 23,2014-08-30
